INDEX_WORD 	( MESSAGE BIT )	   EQUIPAMENTO	        DESCRIÇÃO FALHAS
Word_35	10	AL_PortaMontante	IGUALDADE DE NIVEIS DO AUTÓMATO FORA DE SERVIÇO
Word_35	11	AL_PortaMontante	IGUALDADE DE NIVEIS DA UMN FORA DE SERVIÇO
Word_35	12	AL_PortaMontante	NÍVEL MINIMO COTA NAVEGAVEL JUSANTE
Word_35	13	AL_PortaMontante	NIVEL MINIMO COTA NAVEGAVEL A MONTANTE
Word_35	14	AL_PortaMontante	RESERVA
Word_35	15	AL_PortaMontante	RESERVA
Word_36	0	AL_SalaDeComando	RESERVA
Word_36	1	AL_SalaDeComando	RESERVA
Word_36	2	AL_SalaDeComando	RESERVA
Word_36	3	AL_SalaDeComando	DEFEITO AUTOMATO ERRO DIAGNOSTICO - SALA DE COMANDO
Word_36	4	AL_SalaDeComando	DEFEITO AUTOMATO ERRO ACESSO I/O
Word_36	5	AL_SalaDeComando	DEFEITO AUTOMATO ERRO PROGRAMA - SALA DE COMANDO
Word_36	6	AL_SalaDeComando	DEFEITO AUTOMATO ERRO MODULOS - SALA DE COMANDO
Word_36	7	AL_SalaDeComando	DEFEITO AUTOMATO ERRO BASTIDOR - SALA DE COMANDO
Word_36	8	AL_SalaDeComando	EMERGÊNCIA ATIVADA QUADRO SALA DE COMANDO
Word_36	9	AL_SalaDeComando	DEFEITO/ALARME FONTE ALIMENTAÇÃO 220VDC/24VDC - QUADRO SALA DE COMANDO
Word_36	10	AL_SalaDeComando	DEFEITO/ALARME FONTE ALIMENTAÇÃO 400VAC/24VDC - QUADRO SALA DE COMANDO
Word_36	11	AL_SalaDeComando	DISPARO PROTEÇÃO 24VDC ENTRADAS DIGITAIS PLC QUADRO SALA DE COMANDO
Word_36	12	AL_SalaDeComando	DISPARO PROTEÇÃO 24VDC SAIDAS DIGITAIS PLC QUADRO SALA DE COMANDO
Word_36	13	AL_SalaDeComando	DISPARO PROTEÇÃO 24VDC ENTRADAS ANALOGICAS PLC QUADRO SALA DE COMANDO
Word_36	14	AL_SalaDeComando	DISPARO PROTEÇÃO 24VDC UNIDADE MEDIDA DE NÍVEL - QUADRO SALA DE COMANDO
Word_36	15	AL_SalaDeComando	FALTA ALIMENTAÇÃO 230VAC SEMAFOROS - QUADRO SALA DE COMANDO
Word_37	0	AL_SalaDeComando	MN-SC- DEFEITO RELE IGUALDADE DE NÍVEIS JUSANTE - RELE FORÇADO!!!
Word_37	1	AL_SalaDeComando	MN-SC- BY-PASS IGUALDADE DE NÍVEIS MONTANTE ATIVADO!!!
Word_37	2	AL_SalaDeComando	MN-SC- DEFEITO RELE IGUALDADE DE NÍVEIS MONTANTE - RELE FORÇADO!!!
Word_37	3	AL_SalaDeComando	MN-SC- DEFEITO RESPOSTA RELE IGUALDADE DE NÍVEIS JUSANTE
Word_37	4	AL_SalaDeComando	MN-SC- DEFEITO RESPOSTA RELE IGUALDADE DE NÍVEIS MONTANTE
Word_37	5	AL_SalaDeComando	RESERVA
Word_37	6	AL_SalaDeComando	RESERVA
Word_37	7	AL_SalaDeComando	RESERVA
Word_37	8	AL_SalaDeComando	MN-SC- DEFEITO SONDA MEDIDA DE NÍVELL JUSANTE
Word_37	9	AL_SalaDeComando	MN-SC- DEFEITO SONDA MEDIDA DE NÍVEL CALDEIRA
Word_37	10	AL_SalaDeComando	MN-SC- DEFEITO SONDA MEDIDA DE NÍVEL MONTANTE
Word_37	11	AL_SalaDeComando	MN-SC- COTA MAXIMA DE NAVEGAÇÃO A JUSANTE
Word_37	12	AL_SalaDeComando	MN-SC- COTA MINIMA DE NAVEGAÇÃO A JUSANTE
Word_37	13	AL_SalaDeComando	MN-SC- COTA MAXIMA DE NAVEGAÇÃO A MONTANTE
Word_37	14	AL_SalaDeComando	MN-SC- COTA MINIMA DE NAVEGAÇÃO A MONTANTE
Word_37	15	AL_SalaDeComando	MN-SC- BY-PASS IGUALDADE DE NÍVEIS JUSANTE ATIVADO!!!
Word_38	0	AL_SalaDeComando	INUNDAÇÃO POÇO DOS CONTRAPESOS PORTA DE MONTANTE
Word_38	1	AL_SalaDeComando	INUNDAÇÃO POÇO DOS CONTRAPESOS PORTA DE JUSANTE
Word_38	2	AL_SalaDeComando	FALTA ALIMENTAÇÃO QUADRO CONTROLO INUNDAÇÃO CONTRAPESOS
Word_38	3	AL_SalaDeComando	RESERVA
Word_38	4	AL_SalaDeComando	RESERVA
Word_38	5	AL_SalaDeComando	RESERVA
Word_38	6	AL_SalaDeComando	RESERVA
Word_38	7	AL_SalaDeComando	RESERVA
Word_38	8	AL_SalaDeComando	QUADRO SALA DE COMANDO - FALHA DE COMUNICAÇÃO COM QUADRO CIRCUITO ENCHIMENTO
Word_38	9	AL_SalaDeComando	QUADRO SALA DE COMANDO - FALHA DE COMUNICAÇÃO COM QUADRO CIRCUITO ESVAZIAMENTO
Word_38	10	AL_SalaDeComando	QUADRO SALA DE COMANDO - FALHA DE COMUNICAÇÃO COM QUADRO PORTA DE JUSANTE
Word_38	11	AL_SalaDeComando	QUADRO SALA DE COMANDO - FALHA DE COMUNICAÇÃO COM QUADRO PORTA DE MONTANTE
Word_38	12	AL_SalaDeComando	RESERVA
Word_38	13	AL_SalaDeComando	RESERVA
Word_38	14	AL_SalaDeComando	RESERVA
Word_38	15	AL_SalaDeComando	RESERVA
Word_39	0	AL_SalaDeComando	RADAR JUSANTE EM ERRO/FALHA
Word_39	1	AL_SalaDeComando	FALHA COMUNICAÇÃO COM RADAR JUSANTE
Word_39	2	AL_SalaDeComando	RADAR CALDEIRA DIREITO EM ERRO/FALHA
Word_39	3	AL_SalaDeComando	FALHA COMUNICAÇÃO COM RADAR CALDEIRA DIREITO
Word_39	4	AL_SalaDeComando	RADAR CALDEIRA ESQUERDO EM ERRO/FALHA
Word_39	5	AL_SalaDeComando	FALHA COMUNICAÇÃO COM RADAR CALDEIRA ESQUERDO
Word_39	6	AL_SalaDeComando	RADAR MONTANTE EM ERRO/FALHA
Word_39	7	AL_SalaDeComando	FALHA COMUNICAÇÃO COM RADAR MONTANTE
Word_39	8	AL_SalaDeComando	FALHA COMUNICAÇÃO ENTRE GATEWAY E PAINEL JUSANTE
Word_39	9	AL_SalaDeComando	FALHA COMUNICAÇÃO ENTRE GATEWAY E PAINEL CALDEIRA
Word_39	10	AL_SalaDeComando	FALHA COMUNICAÇÃO ENTRE GATEWAY E PAINEL MONTANTE
Word_39	11	AL_SalaDeComando	FALHA COMUNICAÇÃO ENTRE PLC SALA COMANDO E GATEWAY PAINEIS
Word_39	12	AL_SalaDeComando	RESERVA
Word_39	13	AL_SalaDeComando	RESERVA
Word_39	14	AL_SalaDeComando	FALHA COMUNICAÇÃO ENTRE PLC COMANDO E PLC CONTROLO LASER PORTA MONTANTE
Word_39	15	AL_SalaDeComando	FALHA COMUNICAÇÃO ENTRE PLC COMANDO E PLC CONTROLO LASER PORTA JUSANTE
Word_40	0	AL_SalaDeComando	ECLUSAGEM AUTOMÁTICA SUBIDA ABORTADA - FALHA RESPOSTA MARCHA ABERTURA ENCHIMENTO
Word_40	1	AL_SalaDeComando	ECLUSAGEM AUTOMÁTICA SUBIDA ABORTADA - FALHA RESPOSTA MARCHA ABERTURA PORTA MONTANTE
Word_40	2	AL_SalaDeComando	ECLUSAGEM AUTOMÁTICA SUBIDA ABORTADA - FALHA RESPOSTA MARCHA FECHO ENCHIMENTO
Word_40	3	AL_SalaDeComando	ECLUSAGEM AUTOMÁTICA DESCIDA ABORTADA - TEMPO MÁXIMO OPERAÇÃO 
Word_40	4	AL_SalaDeComando	RESERVA
Word_40	5	AL_SalaDeComando	RESERVA
Word_40	6	AL_SalaDeComando	RESERVA
Word_40	7	AL_SalaDeComando	RESERVA
Word_40	8	AL_SalaDeComando	FALHA COMUNICAÇÃO ENTRE GATEWAY E PAINEL JUSANTE
Word_40	9	AL_SalaDeComando	FALHA COMUNICAÇÃO ENTRE GATEWAY E PAINEL CALDEIRA
Word_40	10	AL_SalaDeComando	FALHA COMUNICAÇÃO ENTRE GATEWAY E PAINEL MONTANTE
Word_40	11	AL_SalaDeComando	FALHA COMUNICAÇÃO ENTRE PLC SALA COMANDO E GATEWAY PAINEIS
Word_40	12	AL_SalaDeComando	RESERVA
Word_40	13	AL_SalaDeComando	RESERVA
Word_40	14	AL_SalaDeComando	FALHA COMUNICAÇÃO ENTRE PLC COMANDO E PLC CONTROLO LASER PORTA MONTANTE
Word_40	15	AL_SalaDeComando	FALHA COMUNICAÇÃO ENTRE PLC COMANDO E PLC CONTROLO LASER PORTA JUSANTE
Word_41	0	AL_SalaDeComando	ECLUSAGEM AUTOMÁTICA DESCIDA ABORTADA - FALHA RESPOSTA MARCHA ABERTURA ESVAZIAMENTO
Word_41	1	AL_SalaDeComando	ECLUSAGEM AUTOMÁTICA DESCIDA ABORTADA - FALHA RESPOSTA MARCHA ABERTURA PORTA JUSANTE
Word_41	2	AL_SalaDeComando	ECLUSAGEM AUTOMÁTICA DESCIDA ABORTADA - FALHA RESPOSTA MARCHA FECHO ESVAZIAMENTO
Word_41	3	AL_SalaDeComando	ECLUSAGEM AUTOMÁTICA DESCIDA ABORTADA - TEMPO MÁXIMO OPERAÇÃO 
Word_41	4	AL_SalaDeComando	RESERVA
Word_41	5	AL_SalaDeComando	RESERVA
Word_41	6	AL_SalaDeComando	RESERVA
Word_41	7	AL_SalaDeComando	RESERVA
Word_41	8	AL_SalaDeComando	ECLUSAGEM AUTOMÁTICA DESCIDA ABORTADA - DETEÇÃO CAMARAS MIC
Word_41	9	AL_SalaDeComando	ECLUSAGEM AUTOMÁTICA DESCIDA ABORTADA - DETEÇÃO FOTOCELULAS
Word_41	10	AL_SalaDeComando	ECLUSAGEM AUTOMÁTICA DESCIDA ABORTADA - DETEÇÃO LASER MONTANTE
Word_41	11	AL_SalaDeComando	ECLUSAGEM AUTOMÁTICA DESCIDA ABORTADA - FALTA CONDIÇÕES PRELIMINARES FECHO PORTA MONTANTE
Word_41	12	AL_SalaDeComando	ECLUSAGEM AUTOMÁTICA DESCIDA ABORTADA - FALTA CONDIÇÕES PRELIMINARES ABERTURA ESVAZIAMENTO
Word_41	13	AL_SalaDeComando	ECLUSAGEM AUTOMÁTICA DESCIDA ABORTADA - FALTA CONDIÇÕES PRELIMINARES ABERTURA PORTA JUSANTE
Word_41	14	AL_SalaDeComando	ECLUSAGEM AUTOMÁTICA DESCIDA ABORTADA - FALTA CONDIÇÕES PRELIMINARES FECHO ESVAZIAMENTO
Word_41	15	AL_SalaDeComando	ECLUSAGEM AUTOMÁTICA DESCIDA ABORTADA - FALHA RESPOSTA MARCHA FECHO PORTA MONTANTE
Word_42	0	AL_SalaDeComando	FALHA DE COMUNICAÇÃO COM PLC - ENCHIMENTO
Word_42	1	AL_SalaDeComando	FALHA DE COMUNICAÇÃO COM PLC - ESVAZIAMENTO
Word_42	2	AL_SalaDeComando	FALHA DE COMUNICAÇÃO COM PLC - JUSANTE
Word_42	3	AL_SalaDeComando	FALHA DE COMUNICAÇÃO COM PLC - MONTANTE
Word_42	4	AL_SalaDeComando	FALHA DE COMUNICAÇÃO COM PLC - ESGOTO E DRENAGEM
Word_42	5	AL_SalaDeComando	FALHA DE COMUNICAÇÃO COM PLC - COMANDO
Word_42	6	AL_SalaDeComando	RESERVA
Word_42	7	AL_SalaDeComando	RESERVA
Word_42	8	AL_SalaDeComando	RESERVA
Word_42	9	AL_SalaDeComando	RESERVA
Word_42	10	AL_SalaDeComando	RESERVA
Word_42	11	AL_SalaDeComando	RESERVA
Word_42	12	AL_SalaDeComando	RESERVA
Word_42	13	AL_SalaDeComando	RESERVA
Word_42	14	AL_SalaDeComando	RESERVA
Word_42	15	AL_SalaDeComando	RESERVA
Word_43	0	AL_EsgotoDrenagem	RESERVA
Word_43	1	AL_EsgotoDrenagem	DISPARO DISJUNTOR QDI PROTEÇÃO 24 VDC ENTRADAS DIGITAIS PLC PRINCIPAL
Word_43	2	AL_EsgotoDrenagem	DISPARO DISJUNTOR QAI PROTEÇÃO 24 VDC ENTRADAS ANALÓGICAS PLC PRINCIPAL
Word_43	3	AL_EsgotoDrenagem	DISPARO DISJUNTOR QDO PROTEÇÃO 24 VDC SAÍDAS DIGITAIS PLC PRINCIPAL
Word_43	4	AL_EsgotoDrenagem	DISPARO DISJUNTOR QCPUR PROTEÇÃO 24 VDC PLC RECURSO
Word_43	5	AL_EsgotoDrenagem	DEFEITO CONVERSOR TENSÃO PS1 230VAC/24VDC
Word_43	6	AL_EsgotoDrenagem	DEFEITO CONVERSOR TENSÃO PS2 220VDC/24VDC
Word_43	7	AL_EsgotoDrenagem	ARRANQUES FREQUENTES BOMBAS
Word_43	8	AL_EsgotoDrenagem	EMERGÊNCIA ACTIVADA
Word_43	9	AL_EsgotoDrenagem	FALTA ALIMENTAÇÃO 3X400VAC QUADRO QEBED1 (BOMBA 1) 
Word_43	10	AL_EsgotoDrenagem	FALTA ALIMENTAÇÃO 3X400VAC QUADRO QEBED2 (BOMBA 2)
Word_43	11	AL_EsgotoDrenagem	RESERVA
Word_43	12	AL_EsgotoDrenagem	RESERVA
Word_43	13	AL_EsgotoDrenagem	INTERRUPTOR Q0 CORTE GERAL QEBED1 DESLIGADO (BOMBA 1)
Word_43	14	AL_EsgotoDrenagem	INTERRUPTOR Q0 CORTE GERAL QEBED2 DESLIGADO (BOMBA 2)
Word_43	15	AL_EsgotoDrenagem	RESERVA
Word_44	0	AL_EsgotoDrenagem	NÍVEL DO POÇO ALTO !!
Word_44	1	AL_EsgotoDrenagem	NÍVEL DO POÇO MUITO ALTO !!!!
Word_44	2	AL_EsgotoDrenagem	NÍVEL INUNDAÇÃO DO POÇO ATINGIDO !!!!!!
Word_44	3	AL_EsgotoDrenagem	NÍVEL DO POÇO MUITO BAIXO !!
Word_44	4	AL_EsgotoDrenagem	BOIA - NÍVEL DO POÇO INUNDAÇÃO !!! (ATIVADO POR BOIA)
Word_44	5	AL_EsgotoDrenagem	SISTEMA EM MANUAL Á MAIS DE 15MN
Word_44	6	AL_EsgotoDrenagem	SISTEMA DESLIGADO !!!!!
Word_44	7	AL_EsgotoDrenagem	FUNCIONAMENTO PROLONGADO BOMBAS
Word_44	8	AL_EsgotoDrenagem	DEFEITO I/O PLC PRINCIPAL
Word_44	9	AL_EsgotoDrenagem	DEFEITO PROGRAMA PLC PRINCIPAL
Word_44	10	AL_EsgotoDrenagem	DEFEITO MODULOS PLC PRINCIPAL
Word_44	11	AL_EsgotoDrenagem	DEFEITO BASTIDOR PLC PRINCIPAL
Word_44	12	AL_EsgotoDrenagem	ALARME DIFERENÇA ENTRE MEDIDAS DE NÍVEL (SONDA DE SERVIÇO E SONDA DE RECURSO)
Word_44	13	AL_EsgotoDrenagem	SEM MEDIDA DE NÍVEL!!!! AVARIA DAS DUAS SONDAS!!! FUNCIONAMENTO POR BOIAS!
Word_44	14	AL_EsgotoDrenagem	DEFEITO/AVARIA SONDA MEDIDA DE NÍVEL DE SERVIÇO
Word_44	15	AL_EsgotoDrenagem	DEFEITO/AVARIA SONDA MEDIDA DE NÍVEL DE RECURSO
Word_45	0	AL_EsgotoDrenagem	RESERVA
Word_45	1	AL_EsgotoDrenagem	RESERVA
Word_45	2	AL_EsgotoDrenagem	RESERVA
Word_45	3	AL_EsgotoDrenagem	RESERVA
Word_45	4	AL_EsgotoDrenagem	RESERVA
Word_45	5	AL_EsgotoDrenagem	RESERVA
Word_45	6	AL_EsgotoDrenagem	RESERVA
Word_45	7	AL_EsgotoDrenagem	RESERVA
Word_45	8	AL_EsgotoDrenagem	NÍVEL BAIXO POR BOIA!!
Word_45	9	AL_EsgotoDrenagem	DEFEITO AUTÓMATO DE RECURSO S7-1200
Word_45	10	AL_EsgotoDrenagem	
Word_45	11	AL_EsgotoDrenagem	
Word_45	12	AL_EsgotoDrenagem	
Word_45	13	AL_EsgotoDrenagem	
Word_45	14	AL_EsgotoDrenagem	
Word_45	15	AL_EsgotoDrenagem	
Word_46	0	AL_EsgotoDrenagem	RESERVA
Word_46	1	AL_EsgotoDrenagem	RESERVA
Word_46	2	AL_EsgotoDrenagem	RESERVA
Word_46	3	AL_EsgotoDrenagem	RESERVA
Word_46	4	AL_EsgotoDrenagem	RESERVA
Word_46	5	AL_EsgotoDrenagem	RESERVA
Word_46	6	AL_EsgotoDrenagem	RESERVA
Word_46	7	AL_EsgotoDrenagem	RESERVA
Word_46	8	AL_EsgotoDrenagem	RESERVA
Word_46	9	AL_EsgotoDrenagem	RESERVA
Word_46	10	AL_EsgotoDrenagem	RESERVA
Word_46	11	AL_EsgotoDrenagem	RESERVA
Word_46	12	AL_EsgotoDrenagem	RESERVA
Word_46	13	AL_EsgotoDrenagem	RESERVA
Word_46	14	AL_EsgotoDrenagem	RESERVA
Word_46	15	AL_EsgotoDrenagem	RESERVA
Word_47	0	AL_EsgotoDrenagem	DEFEITO ARRANCADOR SUAVE ARC1 QEBED1 (BOMBA 1)
Word_47	1	AL_EsgotoDrenagem	DEFEITO ARRANQUE PROLONGADO BOMBA 1 QEBED1
Word_47	2	AL_EsgotoDrenagem	ALARME INTENSIDADE ALTA BOMBA ESGOTO 1 QEBED1
Word_47	3	AL_EsgotoDrenagem	DISPARO POR INTENSIDADE ALTA BOMBA ESGOTO 1 QEBED1
Word_47	4	AL_EsgotoDrenagem	RESERVA
Word_47	5	AL_EsgotoDrenagem	RESERVA
Word_47	6	AL_EsgotoDrenagem	RESERVA
Word_47	7	AL_EsgotoDrenagem	RESERVA
Word_47	8	AL_EsgotoDrenagem	FALTA TENSÃO COMANDO 230VAC QEBED1 K1 (BOMBA 1)
Word_47	9	AL_EsgotoDrenagem	DISPARO DISJUNTOR Q1 PROTEÇÃO POTÊNCIA ARRANCADOR QEBED1 (BOMBA 1)
Word_47	10	AL_EsgotoDrenagem	DISPARO DISJUNTOR Q10 PROTEÇÃO COMANDO 230VAC ARRANCADOR QEBED1 (BOMBA 1)
Word_47	11	AL_EsgotoDrenagem	DISPARO DISJUNTOR Q9 PROTEÇÃO SISTEMA DETEÇÃO CORRENTE RESIDUAL QEBED1 (BOMBA 1)
Word_47	12	AL_EsgotoDrenagem	DISPARO POR DETEÇÃO CORRENTE RESIDUAL QEBED1 RC1 (BOMBA 1)
Word_47	13	AL_EsgotoDrenagem	DEFEITO RESPOSTA DE MARCHA CONTATOR DE LINHA KM1 QEBED1 (BOMBA 1)
Word_47	14	AL_EsgotoDrenagem	BOMBA 1 EM COMANDO DIRETO QEBED1
Word_47	15	AL_EsgotoDrenagem	DEFEITO RESPOSTA DE MARCHA ARRANCADOR SUAVE ARC1 QEBED1 (BOMBA 1)
Word_48	0	AL_EsgotoDrenagem	DEFEITO ARRANCADOR SUAVE ARC2 QEBED2 (BOMBA 2)
Word_48	1	AL_EsgotoDrenagem	DEFEITO ARRANQUE PROLONGADO BOMBA 2 QEBED2
Word_48	2	AL_EsgotoDrenagem	ALARME INTENSIDADE ALTA BOMBA 2 QEBED2
Word_48	3	AL_EsgotoDrenagem	DISPARO POR INTENSIDADE ALTA BOMBA 2 QEBED2
Word_48	4	AL_EsgotoDrenagem	BOMBA 2 EM COMANDO POR BOIAS
Word_48	5	AL_EsgotoDrenagem	RESERVA
Word_48	6	AL_EsgotoDrenagem	RESERVA
Word_48	7	AL_EsgotoDrenagem	RESERVA
Word_48	8	AL_EsgotoDrenagem	FALTA TENSÃO COMANDO 230VAC QEBED2 K1 (BOMBA 2)
Word_48	9	AL_EsgotoDrenagem	DISPARO DISJUNTOR Q1 PROTEÇÃO POTÊNCIA ARRANCADOR QEBED2 (BOMBA 2)
Word_48	10	AL_EsgotoDrenagem	DISPARO DISJUNTOR Q10 PROTEÇÃO COMANDO 230VAC ARRANCADOR QEBED2 (BOMBA 2)
Word_48	11	AL_EsgotoDrenagem	DISPARO DISJUNTOR Q9 PROTEÇÃO SISTEMA DETEÇÃO CORRENTE RESIDUAL QEBED2 (BOMBA 2)
Word_48	12	AL_EsgotoDrenagem	DISPARO POR DETEÇÃO CORRENTE RESIDUAL QEBED2 RC2 (BOMBA 2)
Word_48	13	AL_EsgotoDrenagem	DEFEITO RESPOSTA DE MARCHA CONTATOR DE LINHA KM1 QEBED2 (BOMBA 2)
Word_48	14	AL_EsgotoDrenagem	BOMBA 2 EM COMANDO DIRETO QEBED2
Word_48	15	AL_EsgotoDrenagem	DEFEITO RESPOSTA DE MARCHA ARRANCADOR SUAVE ARC1 QEBED2 (BOMBA 2)
